Date,alexpott (commits),alexpott (additions),alexpott (deletions),alexpott (difference),alexpott (total),effulgentsia (commits),effulgentsia (additions),effulgentsia (deletions),effulgentsia (difference),effulgentsia (total),larowlan (commits),larowlan (additions),larowlan (deletions),larowlan (difference),larowlan (total),Nathaniel Catchpole (commits),Nathaniel Catchpole (additions),Nathaniel Catchpole (deletions),Nathaniel Catchpole (difference),Nathaniel Catchpole (total),OTHERS (commits),OTHERS (additions),OTHERS (deletions),OTHERS (difference),OTHERS (total),TOTAL (commits),TOTAL (additions),TOTAL (deletions),TOTAL (difference),TOTAL (total),Repository,Commit SHA,Commit URL
01/07/2018 21:45:58,,,,,,,,,,,337,59000,13282,45718,72282,,,,,,,,,,,3429,509561,269354,240207,778915,drupal/drupal,0c1de8e423dfba1d9e8cd8ebc3ee10233f46b4a6,https://github.com/drupal/drupal/commit/0c1de8e423dfba1d9e8cd8ebc3ee10233f46b4a6
01/07/2018 21:45:58,,,,,,,,,,,338,59508,13313,46195,72821,,,,,,,,,,,3430,510069,269385,240684,779454,drupal/core,941e603c9ac0c5421b067ea842833ce584d929b6,https://github.com/drupal/core/commit/941e603c9ac0c5421b067ea842833ce584d929b6
01/07/2018 23:03:53,,,,,,,,,,,339,59550,13313,46237,72863,,,,,,,,,,,3431,510111,269385,240726,779496,drupal/drupal,bfe514a0d4746196cb501089dab1563ca1fc6eb9,https://github.com/drupal/drupal/commit/bfe514a0d4746196cb501089dab1563ca1fc6eb9
01/07/2018 23:03:53,,,,,,,,,,,340,59592,13313,46279,72905,,,,,,,,,,,3432,510153,269385,240768,779538,drupal/core,15df4f6f6167c36cf11a29dbfdbd79ed0c53d6ba,https://github.com/drupal/core/commit/15df4f6f6167c36cf11a29dbfdbd79ed0c53d6ba
01/08/2018 02:06:25,,,,,,,,,,,341,59863,13313,46550,73176,,,,,,,,,,,3433,510424,269385,241039,779809,drupal/drupal,694b95b98af3953fc5a2bfd8e96f0dfdc6e23106,https://github.com/drupal/drupal/commit/694b95b98af3953fc5a2bfd8e96f0dfdc6e23106
01/08/2018 02:06:25,,,,,,,,,,,342,60134,13313,46821,73447,,,,,,,,,,,3434,510695,269385,241310,780080,drupal/core,0475fc9c10bc39b4b9297958ce8dd5f6da0e6793,https://github.com/drupal/core/commit/0475fc9c10bc39b4b9297958ce8dd5f6da0e6793
01/08/2018 02:10:09,,,,,,,,,,,343,61033,13314,47719,74347,,,,,,,,,,,3435,511594,269386,242208,780980,drupal/drupal,b022734be83866f657ea0c0bb40bc8d1dae474cb,https://github.com/drupal/drupal/commit/b022734be83866f657ea0c0bb40bc8d1dae474cb
01/08/2018 02:10:09,,,,,,,,,,,344,61932,13315,48617,75247,,,,,,,,,,,3436,512493,269387,243106,781880,drupal/core,714a373d29f720aa539098262b11826c54538b6f,https://github.com/drupal/core/commit/714a373d29f720aa539098262b11826c54538b6f
01/08/2018 09:18:44,,,,,,,,,,,,,,,,,,,,,1135,197358,163885,33473,361243,3437,512498,269392,243106,781890,drupal/drupal,ec31a14195e55aaff636011d4a110e410a655493,https://github.com/drupal/drupal/commit/ec31a14195e55aaff636011d4a110e410a655493
01/08/2018 09:18:44,,,,,,,,,,,,,,,,,,,,,1136,197363,163890,33473,361253,3438,512503,269397,243106,781900,drupal/core,4e6eeda8c1e938170291d3284e2b5c86c6d2b71a,https://github.com/drupal/core/commit/4e6eeda8c1e938170291d3284e2b5c86c6d2b71a
01/08/2018 13:05:03,,,,,,,,,,,,,,,,,,,,,1137,197369,163896,33473,361265,3439,512509,269403,243106,781912,drupal/drupal,d039f07cb758f7350c6e8f5643c3182944472271,https://github.com/drupal/drupal/commit/d039f07cb758f7350c6e8f5643c3182944472271
01/08/2018 13:05:03,,,,,,,,,,,,,,,,,,,,,1138,197375,163902,33473,361277,3440,512515,269409,243106,781924,drupal/core,d8bcec249fe28409944b941592ea76277e04bc25,https://github.com/drupal/core/commit/d8bcec249fe28409944b941592ea76277e04bc25
01/08/2018 14:31:34,,,,,,,,,,,,,,,,,,,,,1139,197435,163902,33533,361337,3441,512575,269409,243166,781984,drupal/drupal,1da5a5ccb31a844127998907dddd76667a2bc16c,https://github.com/drupal/drupal/commit/1da5a5ccb31a844127998907dddd76667a2bc16c
01/08/2018 14:31:34,,,,,,,,,,,,,,,,,,,,,1140,197495,163902,33593,361397,3442,512635,269409,243226,782044,drupal/core,027596b7ff273fe1c51a123cf698ff61a45f91d5,https://github.com/drupal/core/commit/027596b7ff273fe1c51a123cf698ff61a45f91d5
01/08/2018 15:16:49,,,,,,,,,,,,,,,,,,,,,1141,197495,163962,33533,361457,3443,512635,269469,243166,782104,drupal/drupal,9f54d00d40c7674e3259dfeba617fa181039c696,https://github.com/drupal/drupal/commit/9f54d00d40c7674e3259dfeba617fa181039c696
01/08/2018 15:16:49,,,,,,,,,,,,,,,,,,,,,1142,197495,164022,33473,361517,3444,512635,269529,243106,782164,drupal/core,4dd9187b89baa3ef75929b5d6a496121cb8bb377,https://github.com/drupal/core/commit/4dd9187b89baa3ef75929b5d6a496121cb8bb377
01/08/2018 15:17:15,,,,,,,,,,,,,,,,,,,,,1143,197543,164022,33521,361565,3445,512683,269529,243154,782212,drupal/drupal,b8d018e325905e69914ab745c467f740586e72ec,https://github.com/drupal/drupal/commit/b8d018e325905e69914ab745c467f740586e72ec
01/08/2018 15:17:15,,,,,,,,,,,,,,,,,,,,,1144,197591,164022,33569,361613,3446,512731,269529,243202,782260,drupal/core,1f9cac93329d45d67d2ee834b9653926da037f3e,https://github.com/drupal/core/commit/1f9cac93329d45d67d2ee834b9653926da037f3e
01/08/2018 17:06:47,823,75432,20792,54640,96224,,,,,,,,,,,,,,,,,,,,,3447,512731,269540,243191,782271,drupal/drupal,60a2dc0be41d2bdc267523c42cf3ad3c77e664cb,https://github.com/drupal/drupal/commit/60a2dc0be41d2bdc267523c42cf3ad3c77e664cb
01/08/2018 17:06:47,824,75432,20803,54629,96235,,,,,,,,,,,,,,,,,,,,,3448,512731,269551,243180,782282,drupal/core,b396ad8c3bd0e1dbce60bb88eaca72f96565d5aa,https://github.com/drupal/core/commit/b396ad8c3bd0e1dbce60bb88eaca72f96565d5aa
01/08/2018 19:26:36,,,,,,,,,,,,,,,,,,,,,1145,197636,164035,33601,361671,3449,512776,269564,243212,782340,drupal/drupal,27ff71aacfe8978e2b02cef772f821369f957271,https://github.com/drupal/drupal/commit/27ff71aacfe8978e2b02cef772f821369f957271
01/08/2018 19:26:36,,,,,,,,,,,,,,,,,,,,,1146,197681,164048,33633,361729,3450,512821,269577,243244,782398,drupal/core,d398d94b49babd298724ab678d65d416750b2ea5,https://github.com/drupal/core/commit/d398d94b49babd298724ab678d65d416750b2ea5
01/08/2018 19:32:28,,,,,,,,,,,,,,,,,,,,,1147,197697,164054,33643,361751,3451,512837,269583,243254,782420,drupal/drupal,c9ca954cb94a328cc12470480fe8e47ffcbd2cd6,https://github.com/drupal/drupal/commit/c9ca954cb94a328cc12470480fe8e47ffcbd2cd6
01/08/2018 19:32:28,,,,,,,,,,,,,,,,,,,,,1148,197713,164060,33653,361773,3452,512853,269589,243264,782442,drupal/core,759c12599cac379717b747c07d08697d01bda5f9,https://github.com/drupal/core/commit/759c12599cac379717b747c07d08697d01bda5f9
01/09/2018 08:47:01,825,76324,20991,55333,97315,,,,,,,,,,,,,,,,,,,,,3453,513745,269777,243968,783522,drupal/drupal,cbd3299e685662f28fc18f28fdd950f3857d06f5,https://github.com/drupal/drupal/commit/cbd3299e685662f28fc18f28fdd950f3857d06f5
01/09/2018 08:47:01,826,77216,21179,56037,98395,,,,,,,,,,,,,,,,,,,,,3454,514637,269965,244672,784602,drupal/core,448e66db07ff642de2e3d6da8f98a2900bce64d8,https://github.com/drupal/core/commit/448e66db07ff642de2e3d6da8f98a2900bce64d8
01/09/2018 11:51:06,,,,,,,,,,,,,,,,1076,160628,68212,92416,228840,,,,,,3455,514640,269968,244672,784608,drupal/drupal,62cf4b50e56f6acf3e777148e4b4590dbeb2aa41,https://github.com/drupal/drupal/commit/62cf4b50e56f6acf3e777148e4b4590dbeb2aa41
01/09/2018 11:51:06,,,,,,,,,,,,,,,,1077,160631,68215,92416,228846,,,,,,3456,514643,269971,244672,784614,drupal/core,433476abbb87257f4d9c5326843c98bd2c3c3794,https://github.com/drupal/core/commit/433476abbb87257f4d9c5326843c98bd2c3c3794
01/09/2018 16:21:45,,,,,,,,,,,,,,,,,,,,,1149,197723,164122,33601,361845,3457,514653,270033,244620,784686,drupal/drupal,6abe25edc59ab21dc38e1d6820c8260740c7a7e0,https://github.com/drupal/drupal/commit/6abe25edc59ab21dc38e1d6820c8260740c7a7e0
01/09/2018 16:21:45,,,,,,,,,,,,,,,,,,,,,1150,197733,164184,33549,361917,3458,514663,270095,244568,784758,drupal/core,7778f4a4891cc15d6a626282df27ef3e8fc26d74,https://github.com/drupal/core/commit/7778f4a4891cc15d6a626282df27ef3e8fc26d74
01/09/2018 18:38:49,827,77257,21221,56036,98478,,,,,,,,,,,,,,,,,,,,,3459,514704,270137,244567,784841,drupal/drupal,0013e901feae75545e784b45f3f39a814fcac5c9,https://github.com/drupal/drupal/commit/0013e901feae75545e784b45f3f39a814fcac5c9
01/09/2018 18:38:49,828,77298,21263,56035,98561,,,,,,,,,,,,,,,,,,,,,3460,514745,270179,244566,784924,drupal/core,8ca73f1a4133c64114feb4f3bb98fd3b8109f90b,https://github.com/drupal/core/commit/8ca73f1a4133c64114feb4f3bb98fd3b8109f90b
01/09/2018 21:26:04,,,,,,,,,,,345,62143,13317,48826,75460,,,,,,,,,,,3461,514956,270181,244775,785137,drupal/drupal,ba4f89edf015fbb635f47039e7d748a8af61c801,https://github.com/drupal/drupal/commit/ba4f89edf015fbb635f47039e7d748a8af61c801
01/09/2018 21:26:04,,,,,,,,,,,346,62354,13319,49035,75673,,,,,,,,,,,3462,515167,270183,244984,785350,drupal/core,5b2375bb9f0f53c484694c38afd2778f2a148eb9,https://github.com/drupal/core/commit/5b2375bb9f0f53c484694c38afd2778f2a148eb9
01/09/2018 22:12:40,,,,,,,,,,,347,62359,13324,49035,75683,,,,,,,,,,,3463,515172,270188,244984,785360,drupal/drupal,3af9d071a976449e281e5b7531637c6c5ed3b94e,https://github.com/drupal/drupal/commit/3af9d071a976449e281e5b7531637c6c5ed3b94e
01/09/2018 22:12:40,,,,,,,,,,,348,62364,13329,49035,75693,,,,,,,,,,,3464,515177,270193,244984,785370,drupal/core,062a3d45ec7d3de108671d704ec722f14d2b75bd,https://github.com/drupal/core/commit/062a3d45ec7d3de108671d704ec722f14d2b75bd
01/09/2018 23:23:17,,,,,,,,,,,349,62365,13330,49035,75695,,,,,,,,,,,3465,515178,270194,244984,785372,drupal/drupal,1f0b7604d0f269215855d98ad1cd85e764ddfc3f,https://github.com/drupal/drupal/commit/1f0b7604d0f269215855d98ad1cd85e764ddfc3f
